,vsini70,vsini80,vsini90,vsini100,vsini110,vsini120,vsini130,vsini140,vsini150,vsini160,vsini170,vsini180,vsini190,vsini200,vsini210,vsini220,vsini230,vsini240,vsini250,vsini260,vsini270,vsini280,vsini290,vsini300,vsini310,vsini320,vsini330
T36000logg3.8,559385.6703072761,530861.6291010893,504276.522824002,478197.17358614714,454629.2196652026,433172.3592785313,412800.747998897,394309.69564720185,377696.41493149375,362286.89577498275,348042.4999202323,335326.43136690726,323662.12677537056,312497.19449085696,302563.6122844997,293519.7938138868,284875.1941292163,277291.0921525251,270521.1145283524,264211.4961888611,258772.47606017004,254033.7417088744,249760.11423725612,246110.75189076972,243050.75767848827,240395.803401227,238207.80849583872
T36000logg4.0,381617.9024473099,353494.7863063762,329849.54859018046,308682.8997106239,291589.3400878783,277332.8572363952,264781.14244898286,254517.01979195594,245897.84137778997,238305.60817440978,231942.96415706738,226669.78951827867,222124.74819050933,218447.6050901002,215516.28110061307,213103.66176042426,211261.04862509627,209901.21476065036,208902.6705749379,208313.08580841872,208103.10420953197,208186.73610303563,208602.2404498218,209289.76604369233,210197.50488177827,211364.27839391291,212691.1466037209
T36000logg4.2,477846.1051124488,446072.93377319333,419087.6308469502,394902.04155236564,375192.2909334878,358391.70993774757,343436.54407385807,330983.9799812998,320192.32641968946,310585.16434184986,302426.2288282602,295489.0083768941,289412.6690388607,284401.1864327944,280248.7794889744,276685.5377779218,273780.08839201793,271422.0248618216,269434.03414629604,267906.5459411108,266802.36183342757,265992.3715296732,265557.2813299964,265413.32161189907,265500.7029970446,265872.4692451736,266433.20319116954
T37000logg3.6,218519.05923239017,198184.64469067805,179825.47402919774,162826.80980014484,148422.29498209097,136196.25629475282,125735.33491071232,117324.18127657937,110738.57397191963,105707.60465191549,101993.4494629206,99552.41229270029,98136.13540476919,97475.27400245669,97597.65920459238,98366.02980763985,99727.0251389429,101609.99341852109,103984.4516784576,106802.34945559887,109977.24686187762,113478.85273022004,117296.38059330486,121325.36299383536,125546.33413318405,129986.1283257947,134536.64173297698
T37000logg3.8,242748.80111882417,231294.35072274395,220810.5554032846,210924.1922850793,202279.8587475697,194746.46473471672,188055.21847886487,182326.37809809292,177571.6550816694,173612.33935337575,170269.71212479915,167637.4108425428,165570.39829663414,163817.83480113384,162567.25719212176,161735.33031006914,161189.32976101665,161050.85376309126,161267.76021693484,161755.22813306825,162555.91615399602,163632.8104849562,164942.17737496883,166451.44674948032,168171.45019042393,170059.58687824284,172107.3099312234
T37000logg4.0,301828.2645017067,281866.8793631381,265013.7611874963,249995.80895639255,237834.410553585,227830.0896213426,219220.7303082632,212233.22807801995,206536.4283410149,201684.28909161847,197664.06223560878,194436.8485654341,191772.72951474617,189595.5506217529,187997.43112930484,186838.7411603224,186059.26716356902,185704.50996175286,185683.30377407413,185966.45887708542,186563.68338018563,187417.6903821957,188522.12257952604,189820.46748718066,191314.9178603165,192983.1431536529,194799.8981420655
T37000logg4.2,315501.5216221614,301262.28731997096,289103.82301009074,278164.4553981012,269119.150446948,261517.19161833863,254879.02646388236,249293.92828837325,244639.84117642514,240617.09981758642,237133.02941363637,234243.75338610896,231777.5896152425,229612.31092600117,227879.4357851208,226481.1378447328,225316.72905573162,224497.6836814853,223941.64314075062,223599.88459006313,223505.31452062388,223641.6923982517,223948.55134891463,224461.0100953832,225144.1648506635,225953.58901612868,226932.40051286286
T38000logg3.6,152241.05210798897,139760.94020752425,128935.71323546169,119650.75102819077,112437.20773978691,106956.75898396935,103149.12378396756,100910.15428009747,100065.06523863901,100551.84162004403,102042.39534352833,104417.71088122865,107609.94219976092,111330.83125143444,115518.21627968093,120124.52713966618,125214.40602647561,130509.31982132971,136050.94921271462,141948.8367072035,147907.6857530927,153967.97698502455,160247.32900679152,166497.57709719188,172746.84427823426,179122.10144837288,185427.21668271488
T38000logg3.8,248808.34622300806,231303.49113419408,215768.3404029936,201415.84520509062,189265.43028430338,178945.7208197714,169921.4301840438,162403.15965671532,156247.90356855985,151131.69104943407,146875.37521439354,143552.5968237667,140922.60647283745,138811.2278431465,137342.99271465288,136420.93744920698,135904.03747620407,135893.3006148294,136312.80722820247,137069.44875684596,138197.7283405139,139641.2099614371,141360.69051303182,143311.88651613955,145494.29954286717,147880.75841405892,150428.01876641373
T38000logg4.0,390007.2224627513,370289.09626035637,352315.8704823321,334992.69676828256,319494.5266659873,305489.39128513646,292386.8174564566,280673.7503289945,270369.9146354648,261090.42184444377,252781.19199859432,245605.90299455103,239276.8592387313,233382.6288714016,228313.28027924476,223827.84218807053,219655.16587182038,216111.83791493496,213066.59465650847,210347.1013315253,208145.88106794714,206386.21189193317,204945.09353287081,203898.38912026392,203220.00763854396,202816.23528977274,202711.78469200578
T38000logg4.2,408768.64527003013,384580.61802138214,363884.64926278766,345064.43079751125,329371.55035842804,316064.23012008186,304181.5567746662,293956.44007530384,285204.4521751441,277353.7278105234,270311.9387132551,264269.969649179,258878.41339769698,254027.39395283465,249909.80701107113,246311.1325484391,243123.3444199178,240483.0672804197,238249.66191185804,236387.56571388326,234913.4464621002,233807.14198813663,233001.58489197324,232517.71956154925,232309.165491339,232326.64846582408,232596.64385064115
T38000logg4.4,469039.94234363147,444387.57506583724,422967.35304421274,403287.21018559346,386611.6272210943,372124.1899448079,358950.87806741404,347413.7132951406,337260.3225903729,328037.2778930429,319644.3547261639,312288.54691750696,305644.02770848374,299602.78529128723,294317.95259212656,289582.45078056655,285272.3152636052,281525.24580936256,278201.65996251954,275247.5574680646,272721.77774786216,270580.49190276745,268755.21457755374,267280.74075971724,266115.7216791647,265208.4878142712,264559.05535689567
