,vsini150,vsini155,vsini160,vsini165,vsini170,vsini175,vsini180,vsini185,vsini190,vsini195,vsini200,vsini205,vsini210,vsini215,vsini220,vsini225,vsini230,vsini235,vsini240,vsini245,vsini250,vsini255,vsini260,vsini265,vsini270,vsini275,vsini280,vsini285,vsini290,vsini295,vsini300
T22000logg3.8,239974680.44173303,428967708.9347854,209587926.27063996,27321250.975059472,150228895.59238786,242625443.48740196,157720681.3232235,372476802.78038466,430561916.803977,347479302.744727,160730477.07324177,164493189.50147137,141602688.86684418,403956472.5054218,496884274.49173576,145179412.95419553,15176100.126333212,16507215.134773845,42117225.147183,127618216.23534521,296075620.2186569,511507310.9757843,533329005.51610553,471858312.86702967,435978181.1755026,398687469.8829695,239956531.68148082,112030462.18980637,46186046.43552377,50175686.725929424,66176603.1958196
T22000logg4.0,131453803.3189873,229696671.6831368,140547003.3619977,3194859.705979257,45069461.34447881,105229210.7682014,85145182.41303167,232111335.08008695,232989543.13523516,197671783.59163022,112425097.65517429,136942676.39476892,111217553.52745326,388915481.2659001,471999880.5397234,183481982.4432965,22606011.264599275,6751974.757122655,27667625.815268952,101773618.3023578,250544091.80591473,460225044.2457185,481930102.0617949,433016931.86091244,439221846.2158326,301177231.1071971,170275169.12473607,119944897.07798067,58264763.41311924,37640813.1203969,41862661.871363066
T23000logg2.8,584342586.7818297,1136343226.7999053,753415327.0163442,43123242.828697905,204390314.86204576,402511842.8959136,290582463.237906,904630412.2719395,1260289561.5654643,1214154128.2278178,361217206.14958924,108271319.00147276,42932089.9986817,152250647.1900867,257424807.01312572,182626622.73812285,52521547.34359326,14115759.997349227,11334621.508093664,77822396.20332995,207547120.91879234,343516525.10700667,324870690.1750031,362704468.0759633,442318044.72768843,1047906394.3251804,937560100.8869905,208061546.9419058,22420220.023062874,56532348.8683304,148650093.80743796
T23000logg3.0,1217913673.5591674,1275220344.2887175,504730076.0282744,131528224.12469149,567790167.0000584,754592407.5161488,501750883.7576383,1267274574.2929332,1513291376.7801888,1105377027.0930395,337350109.6920009,133671504.69349161,103065696.13302238,291100222.4998206,308392330.6852518,137812729.16789097,31017482.79335801,29389949.70154177,31278119.927824568,144561542.2927379,284566105.10674083,468088225.91569835,508459283.95309716,621626106.3009983,853339257.2312086,1169675197.3580105,569422208.8270943,59804925.265591405,50342517.472611554,133410472.81785567,212142295.4635171
T23000logg3.2,663510024.0764024,1318169163.2612538,1128247492.967262,188443685.4196229,90572100.91746345,262982450.29613203,194324813.60387212,721160261.1154667,1418939815.5873444,1807433536.097372,880421319.98792,392938456.15354115,261892705.1837108,147813636.03233442,393417180.9535133,331525417.719775,116905380.35059905,33542243.60875409,14654192.534185773,77257863.30204225,183875611.49870688,408305027.7640954,436000978.1331743,432206901.5822231,445498557.7600374,934081098.8673785,926092604.4215078,339867998.4388751,57389407.864660025,40482485.37647655,91971348.19346775
T23000logg3.4,826465407.1726758,1404578118.024713,493688515.54275215,89856437.23391004,355706556.444223,550078192.3642137,410824250.598227,947702136.2252283,1298312568.3486662,1198761391.8508642,525074736.0586052,228195493.56714344,136241534.90100718,291571525.8396243,406053352.3038753,164128990.4299497,35133995.53320141,29490381.619883657,31499471.26780643,144389093.68669215,287388152.4612575,504069170.2052407,499978998.6202876,516074636.6257502,676101114.5424007,859661911.6064641,588353377.8895667,105584044.32855725,39044445.09090831,73280131.58852726,138796902.4926882
T23000logg3.6,523962774.4933734,910391595.032448,626091574.5740259,38217649.4676293,153022237.91086712,315689246.10921156,235544554.97599062,668075519.5795215,1079881897.674296,1038480523.2105061,454072157.4375763,195824787.09226263,109905153.82575484,275526966.1375733,418886560.8749284,190758256.65778413,52990714.73572646,14604286.22552083,22536298.775582455,101186676.2326658,259795983.36896,441050709.5755471,458400714.09859097,431734295.01301414,416744355.88380873,723015284.9483948,559852937.3320878,182328151.7147568,42328817.41035807,42730860.659186065,85378690.76653236
T23000logg3.8,336754368.51791596,526546889.5259019,621027330.65668,112556174.15954772,118924921.98186472,183618006.92885035,150783989.12550396,432555537.4430844,795769267.789351,695047539.8139114,419163053.6841207,235782092.10840505,155294940.83363804,254491323.98339334,436044478.8251527,202023606.10055235,47366952.910221964,12616945.670776011,13715890.255324125,113273893.64976959,214320369.2064211,455390562.8862071,434597050.94888,369554353.88765824,360346720.0619902,392726167.5747469,432983419.5900232,270566299.16446894,91472676.89941084,39300428.37409851,37949053.72421094
T23000logg4.0,284402522.45649606,389440862.72928256,234947425.0393281,59591403.04155211,138928006.7094496,218209877.8309227,158582338.35097283,386877596.5784118,531001351.220459,342353897.79712415,228604025.1958292,215767024.17706448,212375053.47129998,381423349.44330394,331965946.8047942,66218820.24175747,13198323.404419547,43577028.970728904,48165092.8613873,166786838.18190205,305366261.92251545,513413898.423094,427021289.87559205,326183881.4320076,271488975.540125,242134772.19706807,299679376.22532076,153151663.80541176,49202011.526680365,30936230.949089956,40720973.47474703
T23000logg4.2,149550715.90664408,270443338.437148,172824199.3064971,2812567.8181353705,66170100.114514515,134846082.5557022,117796244.79432848,283181461.5643827,312563943.7379858,245253062.3851595,158844698.02712682,188853429.2835899,192279019.23269972,360128818.9446924,334363046.13871264,54652316.296757676,7795394.849887948,34239323.477326244,50259767.81462239,150779820.70841062,300338757.1111578,465066465.63203347,393434913.7850994,310723824.5024134,254876338.83261865,222158267.44702822,206277791.1148532,125353837.9205627,44039897.0145242,24875911.16944345,37421595.66209846
